work_id	stationer_entries_in_register
404	"Nov 8, 1623: Entered to Edward  Blount and Isaac Jaggard: ""Tragedies. ... Mackbeth"".<br />Jun 19(?), 1627: Transferred from the widow of Isaac Jaggard to Thomas Cotes and Richard Cotes: ""her p<i>ar</i>te in Shackspheere playes.""<br />Nov 16, 1630: Transferred from Edward Blount to Robert Allott, by a note of 26 June: ""Mackbeth.""<br />Jul 1, 1637: Transferred from the widow of Robert Allott to John Legat (2) and Andrew Crooke (1) (by order of a court): ""saluo Iure cuiuscunq<i>ue</i> ... Shakespeares workes their Part."""
405	"May 20, 1608: Entered to Edward Blount: ""A booke Called. Anthony. & Cleopatra"".<br />Nov 8, 1623: Entered to Edward  Blount and Isaac Jaggard: ""Tragedies. ... Anthonie & Cleopatra"".<br />Jun 19(?), 1627: Transferred from the widow of Isaac Jaggard to Thomas Cotes and Richard Cotes: ""her p<i>ar</i>te in Shackspheere playes.""<br />Nov 16, 1630: Transferred from Edward Blount to Robert Allott, by a note of 26 June: ""Antony & Cleopatra.""<br />Jul 1, 1637: Transferred from the widow of Robert Allott to John Legat (2) and Andrew Crooke (1) (by order of a court): ""saluo Iure cuiuscunq<i>ue</i> ... Shakespeares workes their Part."""
406	"Nov 8, 1623: Entered to Edward  Blount and Isaac Jaggard: ""Tragedies. ... Cymbeline"".<br />Jun 19(?), 1627: Transferred from the widow of Isaac Jaggard to Thomas Cotes and Richard Cotes: ""her p<i>ar</i>te in Shackspheere playes.""<br />Nov 16, 1630: Transferred from Edward Blount to Robert Allott, by a note of 26 June: ""Cymbolyne.""<br />Jul 1, 1637: Transferred from the widow of Robert Allott to John Legat (2) and Andrew Crooke (1) (by order of a court): ""saluo Iure cuiuscunq<i>ue</i> ... Shakespeares workes their Part."""
407	"Mar 20, 1640: Entered to Andrew Cooke (1) and Richard Sergier: ""four Masques viz<sup>t</sup> ... Neptunes triumphes. ... by Ben: Iohnson"".<br />Sep 17, 1658: Entered to Thomas Walkley: ""fifteene Masques at Court and else where. ... salvo jure cujuscunq<i>ue</i>.""<br />Nov 20, 1658: Transferred from Thomas Walkley to Humphrey Moseley: ""15. Masques at C<sup>rt</sup>. & else where."""
408	"Mar 12, 1624: Entered to John Harrison (4) and Edward Blackmore: ""A play called the Bondman by Phill: Messenger"".<br />Apr 28, 1660: Transferred by Martha Harrison, widow and executrix, and John, son of John Harrison (4), to William Lee (3): ""Salvo jure cujuscunq<i>ue</i>. vizt' ... The Bondman a Play. halfe."""
409	None
410	"Oct 24, 1633: Transferred from Thomas Jones (2) to Augustine Mathewes: ""Tragedy of Nero"".<br />Jul 28, 1641: Transferred from Augustine Mathewes to William Sheares (1): ""The Tragedy of Næro. ... Provided the said M<sup>r</sup> Mathewes is to haue the workemanship of printing them (if hereafter he shall keepe a Printing house) & shall doe them as reasonably as any other Printer will doe the same""."
411	"Sep 17, 1658: Entered to Thomas Walkley: ""fifteene Masques at Court and else where. ... salvo jure cujuscunq<i>ue</i>.""<br />Nov 20, 1658: Transferred from Thomas Walkley to Humphrey Moseley: ""15. Masques at C<sup>rt</sup>. & else where."""
412	"Mar 15, 1655: Transferred from Martha Harrison, the widow of John Harrison (4), to John Stafford (1) and William Gilbertson: ""The Game att Chesse."" [It is very unlikely that this entry refers to this play.]"
413	None
414	"Apr 8, 1627: Entered to Robert Milbourne: ""A Comodie called Apollo Shrovinge""."
415	"Apr 26, 1627: Entered to George Miller: ""A booke called Two first Comedies of Terence in English by Tho: Newman gent<i>leman</i>."""
416	"Apr 26, 1627: Entered to George Miller: ""A booke called Two first Comedies of Terence in English by Tho: Newman gent<i>leman</i>."""
417	"Nov 7, 1627: Entered to William Lee (3): ""A booke called Torquato Tassos Aminta Englished by Hen: Reynolld<i>es</i>""."
418	"Feb 27, 1628: Entered to John Marriot: ""A booke Called The tragidye of Lodovick Sforza Duke of Millan by Rob<i>er</i>t Gomersall"".<br />May 3, 1651: Transferred from John Marriot to Richard Marriot: ""Salvo Iurie cujuscunq<i>ue</i>; (viz<sup>t</sup>:). ... The Tragedy of Lodwick Sforza.""<br />Jun 11, 1659: Transferred from Richard Marriot to Humphrey Moseley: ""The Tragedy of Lodowick Sforza Duke of Millaine w<sup>th</sup> other poems. by Robert Gomersall."""
419	None
420	"Jun 2, 1629: Entered to Henry Seile: ""The lovers Melanchollye by Iohn fford gent""."
421	None
422	"July 27, 1639: Ordered that John Benson have leave to print an impression of 1500 of the tragedy of Albovine by Davenant, the copy never entered and therefore in the disposal of the Court: ""M<sup>r</sup> Benson desired leaue of the Co<sup>rt</sup>. to print an Imp<sup>r</sup>ssion of the play called The Tragedy of Albouine made by M<sup>r</sup> Davenant w<sup>c</sup>h was printed in Anno 1629. & neuer entred & therefore in the disposall of this Co<sup>rt</sup>. Vpon Considerac<i>i</i>on thereof It was ordered that the said M<sup>r</sup> Benson should haue leaue to print an Imp<sup>r</sup>ssion of 1500. paying to the Poore of this Company xl<sup>s</sup>."" (Court Book C, fol. 166<sup>b</sup>).<br />May 3, 1651: Transferred from John Marriot to Richard Marriot: ""Salvo Iurie cujuscunq<i>ue</i>; (viz<sup>t</sup>:). ... Albovine the play.""<br />Mar 7, 1653: Transferred from Richard Marriot to Humphrey Moseley: ""a Copie or booke called The Tragedie of Albouine King of the Lombards. Written by S<sup>r</sup>. W<sup>m</sup>. Dauenant."""
423	"Mar 7, 1653: Transferred from John Rhodes to Humphrey Moseley: ""a booke or Copie called The deseruing Fauourite Written by Lodowick Carlell Esq<sup>r</sup>. formerly printed in the name of Mathew Rhodes his Brother, but for the vse & benefite of the said Iohn Rhodes."""
424	"Jul 1, 1637: Transferred from the widow of Robert Allott to John Legat (2) and Andrew Crooke (1): ""saluo Iure cuiuscunq<i>ue</i> ... Romane Actor. by M<sup>r</sup> Massinger""."
425	"Sep 25, 1637: Transferred from John Grove to William Leake (2): ""these ffour Playes following (viz<sup>t</sup>.) The Wedding."""
426	None
427	"Jan 10, 1630: Entered to John Waterson: ""A play called The Crewell Brother written by W<sup>m</sup> Davenant"".<br />Oct 31, 1646: Transferred from John Waterson to Humphrey Moseley: ""these Playes following (viz<sup>t</sup>) ... The cruell Brother ... by M<sup>r</sup>. Davenant""."
428	"Jan 10, 1630: Entered to John Waterson ""An other Play called The Iust Italian by the same"".<br />Oct 31, 1646: Transferred from John Waterson to Humphrey Moseley: ""these Playes following (viz<sup>t</sup>) ... The iust Italian ... by M<sup>r</sup>. Davenant""."
429	"Feb 26, 1630: Entered to John Grove: ""A play Called The gratefull servant by Ia: Sherley"".<br />Sep 25, 1637: Transferred from John Grove to William Leake (2): ""these ffour Playes following (viz<sup>t</sup>.) ... The gratefull Servant."""
430	"Mar 22, 1630: Entered to John Waterson: ""A play called The Runegado by Phil: Messenger""."
431	"Mar 26, 1630: Entered to John Marriot: ""Arristippus and The Pedler"".<br />Jul 1, 1637: Transferred from the widow of Robert Allott to John Legat (2) and Andrew Crooke (1): ""saluo Iure cuiuscunq<i>ue</i> ... Aristippus""."
432	"Mar 26, 1630: Entered to John Marriot: ""Arristippus and The Pedler"".<br />Apr 8, 1630: Entered to Robert Allott: ""A Comedy called The Pedler by R: Davenport"". (<i>Greg</i>: ""The relevance of this [entry] is uncertain, but the sudden appearance of Allot as the publisher [of <i>Aristippus</i> and <i>The Conceited Pedlar</i>] is significant"" [2:582] [changed to ""suggestive"" (4:1686)].)"
433	"Apr 8, 1630: Entered to Francis Constable: ""A play called The Chast Mayd [of Chepeside <i>added</i>]"".<br />Feb 17, 1648: Transferred from the administrator and administratrixes of Alice Constable decd., the widow of Francis Constable, to Richard Thrale: ""Saluo iure cuiusq<i>ue</i>. ... The Chast Maide of Cheapside a play."""
434	"Apr 16, 1630: Entered to Francis Constable: ""A play Called The Battell of The affections or Loves. Loadstone""."
435	"Apr 29, 1608: Entered to Thomas Man (2): ""A booke called the second p<i>ar</i>te of the conu<i>er</i>ted Courtisan or honest Whore [<i>no sum</i>]"".<br />Jun 29, 1630: Entered to Nathaniel Butter: ""The second part of the Honest Hoore by Th. Dekker"".<br />May 21, 1639: Transferred from Nathaniel Butter to Miles Flesher: ""saluo iure cuiuscunq<i>ue</i> ... The second part of the honest whore."""
436	"Aug 8, 1634: Transferred from Thomas Walkley to John Waterson: ""a TragiComedy called the Picture written by M<sup>r</sup> Messinger""."
437	"Sep 17, 1658: Entered to Thomas Walkley: ""fifteene Masques at Court and else where. ... salvo jure cujuscunq<i>ue</i>.""<br />Nov 20, 1658: Transferred from Thomas Walkley to Humphrey Moseley: ""15. Masques at C<sup>rt</sup>. & else where."""
438	"Feb 26, 1630: Entered to John Grove: ""A play. Called Hoffman The Revengefull ffather.""<br />Sep 25, 1637: Transferred from John Grove to William Leake (2): ""these ffour Playes following (viz<sup>t</sup>.) ... The Tragedie of Hoffman""."
439	"Oct 5, 1598: Entered to William Aspley: ""a booke intituled The tragick Comedye of Celestina./ Wherein are discoursed in most plesant stile manye Philosophicall sentences and advertisementes verye necessarye for Younge gentlemen Discoveringe the sleightes of treacherous servantes and the subtile cariages of filthye bawdes.""<br />Feb 27, 1630: Entered to Ralph Mab: ""A play Called The Spannish Bawde."""
440	"Nov 8, 1630: Entered to Henry Seile: ""A Play called Mach mee in London by Thomas Decker""."
441	"Feb 25, 1631: Entered to Francis Constable: ""The Schoole of Compliment by Iames Shirley:""."
442	"Apr 17, 1631: Entered to Thomas Alchorn: ""a Comedy Called New Inne written by Ben: Iohnson."""
443	"Apr 25, 1631: Entered to William Sheares (1): ""a play called Scicelides. acted at Cambridge."""
444	"May 18, 1631: Entered to Thomas Harper: ""a Playe called C&aelig;sar & Pompey by Geo: Chapman""."
445	"Jun 16, 1631: Entered to Richard Royston: ""a Comedy Called the fayre mayde of the west: 1<sup>st</sup> and 2<sup>d</sup> p<i>ar</i>te."""
446	"Jun 16, 1631: Entered to Richard Royston: ""a Comedy Called the fayre mayde of the west: 1<sup>st</sup> and 2<sup>d</sup> p<i>ar</i>te."""
447	"Sep 7, 1631: Entered to Richard Meighen: ""a booke called The Tragedy of Baiazet the second or the rageing Turke"".<br />Nov 7, 1646: Transferred from Mercy Meighen, the widow of Richard Meighen, to herself and Gabriel Bedell: ""Baiazett the Rageing Turke. a play."""
448	None
449	"Nov 12, 1631: Entered to Michael Sparke (1): ""a Booke called a fflora show at Norwich""."
450	None
451	"Nov 13, 1629: Entered to Jasper Emery: ""A play Called The Duches of Suffolke written by Tho. Drue""."
452	"Sep 17, 1658: Entered to Thomas Walkley: ""fifteene Masques at Court and else where. ... salvo jure cujuscunq<i>ue</i>.""<br />Nov 20, 1658: Transferred from Thomas Walkley to Humphrey Moseley: ""15. Masques at C<sup>rt</sup>. & else where."""
453	None
454	None
455	"Jul 1, 1637: Transferred from the widow of Robert Allott to John Legat (2) and Andrew Crooke (1): ""saluo Iure cuiuscunq<i>ue</i> ... Bartholmew fayre a Play."""
456	"Apr 14, 1626: Entered to John Waterson: ""A booke Called The Staple of Newes being A Comedie."".<br />Sep 7, 1631: Transferred from John Waterson to Robert Allott: ""a booke called The stapell of Newes written by m<sup>r</sup> [<i>3? letters deleted</i>] Ben: Iohnson"".<br />Jul 1, 1637: Transferred from the widow of Robert Allott to John Legat (2) and Andrew Crooke (1): ""saluo Iure cuiuscunq<i>ue</i> ... Staple Newes. a Play."""
457	"Sep 17, 1658: Entered to Thomas Walkley: ""The Devill is an Asse. salvo jure cujuscunq<i>ue</i>.""<br />Nov 20, 1658: Transferred from Thomas Walkley to Humphrey Moseley: ""The Devill is an Asse."""
458	"Sep 7, 1631: Entered to Richard Meighen: ""a booke called the Play of Amarath the Turke.""<br />Nov 7, 1646: Transferred from Mercy Meighen, the widow of Richard Meighen, to herself and Gabriel Bedell: ""Amurath the Turke. a play."""
459	"Nov 19, 1631: Entered to John Waterson: ""a Play booke called the Emperor of the East""."
460	"Nov 24, 1631: Entered to Francis Constable: ""a booke called A new wwonder or a woman neuer vext. (a Comedy) by W<sup>m</sup>. Rowley"".<br />Feb 17, 1648: Transferred from the administrator and administratrixes of Alice Constable decd., the widow of Francis Constable, to Richard Thrale: ""Saluo iure cuiusq<i>ue</i>. ... A new Wonder a woman never vext. by W<sup>m</sup>. Rowley."""
461	"Jan 26, 1632: Entered to John Grove: ""a [Comedy <i>interlined above</i> Playbrooke <i>sic deleted</i>] called the Leaguer (the reformac<i>i</i>ons [to be <i>interlined above</i> cros not being <i>deleted</i>] strictly obserued may be printed not otherwise) expressed by thaforesaid wordes of S<sup>r</sup> Hen: Herbert"".<br />Sep 25, 1637: Transferred from John Grove to William Leake (2): ""these ffour Playes following (viz<sup>t</sup>.) ... Hollands Leaguer."""
462	"Feb 9, 1632: Entered to William Cooke: ""a Comedy called the Changes or Loue in a Maze by m<sup>r</sup> Sherley""."
463	"Mar 24, 1632: Entered to Nicholas Vavasour: ""a Comedy called the Northerne Lasse by m<sup>r</sup> Broome"".<br />Jul 9, 1653: Transferred from Mary Vavasour, the widow of Nicholas Vavasour, to Humphrey Moseley: ""a booke or Copie called The Northerne Lasse, written by M<sup>r</sup> Rich: Broome."""
464	"Mar 30, 1632: Entered to Francis Constable: ""a Tragedy called the ffatall Dowry.""<br />Feb 17, 1648: Transferred from the administrator and administratrixes of Alice Constable decd., the widow of Francis Constable, to Richard Thrale: ""Saluo iure cuiusq<i>ue</i>. ... The ffatall Dowry."""
465	"Jun 13, 1632: Entered to Humphrey Robinson: ""a Comedy called The Rivall ffriends.  Peter Hausten""."
466	None
467	"Aug 2, 1630: Transferred from Nicholas Okes to John Okes: ""The Iron Age."" (probably an error for <i>The Brazen Age</i>)"
468	"Aug 2, 1630: Transferred from Nicholas Okes to John Okes: ""The Iron Age."" (probably an error for <i>The Brazen Age</i>)"
469	"Jun 3, 1645: Transferred from Richard Ireland and Roger Daniel to Richard Royston: ""a Comedie called the Iealous Lovers. by Tho: Randall w<sup>ch</sup> sd Copie was formerly printed at Cambridge as by a Note vnder their hands apps w<sup>ch</sup> is putt vpon the file""."
470	"Jan 16, 1632: Entered to John Waterson: ""a play called The maid of Honor by Phil: Messinger""."
471	"Sep 27, 1632: Entered to Thomas Harper: ""a Tragedy called All's lost by Lust by Will: Rowley""."
472	"Nov 2, 1632: Entered to William Sheares (1): ""a Comedy called The costly whore."""
473	"Nov 9, 1632: Entered to William Cooke: ""a booke called a Dialogue of Riches & honor by I: S.""<br />Dec 12, 1646: Transferred from William Cooke to Humphrey Moseley: ""two playes or masques viz<sup>t</sup>. Contention for honor & Riches. ... by M<sup>r</sup> Iames Shirley""."
474	"Nov 10, 1632: Entered to Henry Seile: ""a Comedy called A new way to pay old Debts by Phill: Massinger""."
475	"May 17, 1594: Entered to Nicholas Ling and Thomas Millington: ""the famouse tragedie of the Riche Iewe of Malta"".<br />Nov 20, 1632: Entered to Nicholas Vavasour: ""a Tragedy called the Iew of Malta."""
476	"Jan 15, 1633: Entered to William Sheares (1): ""a Play called A Match at midnight."""
477	"Jan 15, 1633: Entered to William Cooke: ""a Play called The witty faire one by Ia: Shirley""."
478	"Jan 21, 1633: Entered to Hugh Beeston: ""a Tragedy called Loues sacrifice by Iohn fford""."
479	"Mar 19, 1633: Entered to William Cooke: ""a Comedy called The Bird in the Cage. by Ia: Shirley""."
480	"Mar 28, 1633: Entered to Hugh Beeston: ""a Tragedy called The broken heart by Iohn fford""."
481	"Jun 15, 1633: Entered to Richard Meighen: ""a play called The fyne Companion. by Shackerley Marmyon"".<br />Nov 7, 1646: Transferred from Mercy Meighen, the widow of Richard Meighen, to herself and Gabriel Bedell: ""The ffine Companion. a play."""
482	"Aug 1, 1633: Entered to Robert Allott: ""a Tragedy called ffuimus Troes or the true Troians represented by the gentlemen Students of Magdalen Colledge in Oxford"".<br />Jul 1, 1637: Transferred from the widow of Robert Allott to John Legat (2) and Andrew Crooke (1): ""saluo Iure cuiuscunq<i>ue</i> ... True Trotians [<i>sic</i>] a Tragedy""."
483	None
484	"Jul 15, 1633: Entered to Nicholas Okes: ""a Comedy called the Traveller by M<sup>r</sup> Heywood""."
485	"Nov 7, 1646: Transferred from Mercy Meighen, the widow of Richard Meighen, to herself and Gabriel Bedell:: ""The Tragedy of Orestes. a play."""
486	None
487	None
488	"Jan 24, 1634: Entered to William Cooke: ""The Maske of the four Inns of Co<sup>rt</sup>. w<sup>th</sup> the Sceane as it is to be p<sup>r</sup>sented before his Ma<sup>ty</sup>. at white hall the third of ffebr: next"".<br />Dec 12, 1646: Transferred from William Cooke to Humphrey Moseley: ""these two playes or masques viz<sup>t</sup>. ... The Triumph of peace by M<sup>r</sup> Iames Shirley""."
489	"Nov 10, 1632: Entered to Henry Seile: ""The Tragedy of Alaham."""
490	"May 16, 1631: Entered to John Jackman: ""a Tragedy called The noble Spanish Souldier by Tho: Deckar.""<br />Dec 9, 1633: Entered to Nicholas Vavasour: ""a Tragedy called The Noble Spanish soldior written by m<sup>r</sup> Decker""."
491	"Feb 24, 1634: Entered to Hugh Beeston: ""(observing the caution in the License) a Tragedy called Perkin Warbecke by Io: fford""."
492	"Apr 8, 1634: Entered to John Waterson: ""a TragiComedy called the two noble kinsmen by Io: ffletcher & W<sup>m</sup>. Shakespeare"".<br />Oct 31, 1646: Transferred from John Waterson to Humphrey Moseley: ""these Playes following (viz<sup>t</sup>) ... The Noble kinsman ... by M<sup>r</sup> fflesher""."
493	"Jun 25, 1634: Entered to Nicholas Okes: ""a play called A Maidenhead well lost""."
494	"Oct 28, 1634: Entered to Benjamin Fisher: ""a Play called The Witches of Lancasheire &c"".<br />Mar 27, 1637: Transferred from Benjamin Fisher to Robert Young (by deed of mortgage): ""The witches of Lancasheire the play.""<br />Jun 14, 1642: Transferred from Robert Young to Miles Flesher (a half interest): ""The witches of Lancasheire the play.""<br />Jul 22, 1644: Transferred from Robert Young decd. to James Young (his part): ""(Salvo iure cuiuscunq<i>ue</i>) ... [his part] of the Witches of Lancasheire. a play."""
495	Oct 14, 1634: Entered to Henry Gosson: “the Booke of the Lord Mayours show for this yeare 1634. By Master. [John] Taylor”
496	None
497	"Mar 6, 1658: Transferred from Thomas Walkley to Humphrey Moseley: ""The Temple of Love a Masque at Whitehall on Shrove Tuesday 1634. ... all written by S<sup>r</sup> Will</i>ia</i>m Davenant."""
498	"Nov 3, 1634: Entered to William Cooke: ""a Play called the Traytor &c. by Iames Shirley""."
499	"Jan 19, 1635: Entered to John Benson: ""a TragiComedy called the Sheapards holliday by I: Rutter."""
500	None
501	None
502	"Feb 19, 1636: Entered to Richard Meighen: ""a maske called The Triumphs of the Prince D'amour by W: D:"".<br />Nov 7, 1646: Transferred from Mercy Meighen, the widow of Richard Meighen, to herself and Gabriel Bedell: ""The Triumphes of Prince Damour. ... by m<sup>r</sup> Davenant."""
503	None
504	"Sep 30, 1635: Entered to John Crouch: ""a play called The Queenes Maske or Loues Mistresse by m<sup>r</sup> Haywood""."
505	"Dec 7, 1635: Entered to John Marriot: ""The great Duke of fflorence a Comicall history by Phil: Massinger""."
506	"Feb 4, 1636: Entered to Richard Meighen: ""a Play called the Platonicke Louers by W<sup>m</sup>. Davenant.""<br />Nov 7, 1646: Transferred from Mercy Meighen, the widow of Richard Meighen, to herself and Gabriel Bedell: ""The Platonick Lovers. ... by m<sup>r</sup> Davenant."""
507	"Feb 4, 1636: Entered to Richard Meighen: ""another Play Called. the Witts by w<sup>m</sup>. Davenant"".<br />Nov 7, 1646: Transferred from Mercy Meighen, the widow of Richard Meighen, to herself and Gabriel Bedell: ""The Witts. ... by m<sup>r</sup> Davenant."""
508	"May 16, 1631: Entered to John Jackman: ""a Comedy called The Wonder of a Kingdome by Tho: Decker.""<br />Feb 24, 1636: Entered to Nicholas Vavasour: ""a Play called The Wonder of a Kingdome by Tho: Decker""."
509	"Jun 17, 1636: Entered to Robert Raworth: ""a play called A Challenge for Beuty by Haywood""."
510	None
511	None
512	None
513	"Aug 6, 1636: Entered to Charles Greene: ""a Play called the history of Anniball & Scipio. by Tho: Nabbs""."
514	"Aug 6, 1636: Entered to Charles Greene: ""A morrall Maske by Tho: Nabbs""."
515	"Mar 24, 1637: Entered to John Waterson and John Benson: ""a Comedy called the Elder Brother written by Iohn ffletcher"".<br />Oct 31, 1646: Transferred from John Benson to Humphrey Moseley (half): ""these two Playes viz</sup>t</sup>. The Elder Brother. by m<sup>r</sup> Flesher. halfe"".<br />Oct 31, 1646: Transferred from John Waterson to Humphrey Moseley (his part): ""these Playes following (viz<sup>t</sup>) The Elder Brother his part ... by M<sup>r</sup> fflesher""."
516	"Mar 25, 1637: Entered to James Becket: ""a Comedy called the Royall king & the Loyall Subiects [<i>sic</i>] by M<sup>r</sup>. Heywood""."
517	"Apr 13, 1637: Entered to Andrew Cooke (1) and William Cooke: ""a Comedy called Hide Parke by Iames Shirley""."
518	"Apr 13, 1637: Entered to Andrew Crooke (1) and William Cooke: ""two Playes called. The Lady of pleasure. ... by Iames Shirley."""
519	"Apr 13, 1637: Entered to Andrew Crooke (1) and William Cooke: ""two Playes called. ... The young Admirall. by Iames Shirley."""
520	"Apr 26, 1637: Entered to John Waterson: ""a Tragedy called the Valiant Scott""."
521	"Oct 18, 1637: Entered to Andrew Crooke (1) and William Cooke: ""a Play called The Example by M<sup>r</sup> Shirley""."
522	None
523	"Nov 15, 1637: Entered to Andrew Crooke (1) and William Cooke: ""a Play called The Gamester by Ia: Shirley""."
524	None
525	"Jan 29, 1638: Entered to Thomas Walkley: ""a Play called The Cid a Tragicomedy translated out of ffrench by M<sup>r</sup> Rutter"".<br />Nov 3, 1649: Transferred from Thomas Walkley to Humphrey Moseley: ""The Valiant Cid. the first part. TrageComedy. translated by Ios: Rutter gent<i>leman</i>""."
526	"Mar 6, 1658: Transferred from Thomas Walkley to Humphrey Moseley: ""Brittania Triumphans a Masque at Whitehall at Twelth night 1637. ... all written by S<sup>r</sup> Will</i>ia</i>m Davenant."""
527	"Mar 6, 1658: Transferred from Thomas Walkley to Humphrey Moseley: ""Luminalia or the ffestival Lilght, a Masque at Court on Shrove Tuesday night 1637. ... all written by S<sup>r</sup> Will</i>ia</i>m Davenant."""
528	None
529	None
530	None
531	"Nov 28, 1637: Entered to John Okes: ""a Comedie called A Shoomaker is a gentleman, w<sup>th</sup> the life & death of the Criple that Stole the weather cocke of Pauls. by William Rowley."" (Since this incident is not mentioned in the play, the second part of the title may refer to another text.)"
532	"Feb 3, 1638: Entered to Henry Seile: ""a Play called the ffancies by Io: fford""."
533	"Feb 15, 1638: Entered to John Okes: ""a Play called the Martyred Soldiour. [by <i>deleted</i>] w<sup>th</sup> the life & Death of Purser Clinton by H: Shirley"". (Since the character Purser Clinton is not in this play, the second part of the entry may refer to another text; Purser and Clinton are characters in Thomas Heywood and William Rowley's <i>Fortune by Land and Sea</i>.)"
534	"Mar 5, 1638: Entered to John Okes: ""a Play called The Lost Ladie"".<br />Sep 24, 1638: Transferred from John Okes to John Colby: ""the Play called The lost Ladie. by m<sup>r</sup> W<sup>m</sup>. Berkeley.""<br />Sep 5, 1640: Transferred from John Colby to Richard Royston: ""a Play called the Lost Lady."""
535	"Mar 12, 1638: Entered to Henry Shepherd: ""a Play called The Wise woman of Hogsden by Tho: Haywood""."
536	"Mar 13, 1638: Entered to Andrew Crooke (1) and William Cooke: ""a Play called The Dukes Mistris. by Ia: Shirley""."
537	"Mar 13, 1638: Entered to Andrew Crooke (1): ""a Play called The Conspiracy by [<i>blank</i>]""."
538	"Mar 13, 1638: Entered to Andrew Crooke (1), John Crooke (1), and Richard Sergier (2): ""a Play called The Royall Master. by Ia: Shirley""."
539	"Mar 14, 1638: Entered to Henry Seile: ""a Pastorall Comedy called Loues Ridle. by Abr: Cowley whilst he was Kings scholler in West<sup>r</sup>: [shcoole <i>sic added</i>]""."
540	"Apr 5, 1638: Entered to Charles Greene: ""a Play Called Tottenham Court. by Thomas Nabbs."""
541	"Apr 18, 1638: Entered to Thomas Walkley: ""a Play called Aglaura by S<sup>r</sup>. Io: Sucklin knight.""<br />Feb 22, 1648: Transferred from Thomas Walkley to Humphrey Moseley: ""Aglaura a play by S<sup>r</sup> Iohn Suckling""."
542	"May 28, 1638: Entered to Charles Greene: ""a Play called Couent Garden. by Thomas Nabbes."""
543	"Jun 23, 1638: Entered to Charles Greene: ""a booke called The Springs glory &c by Tho: Nabbs""."
544	None
545	"Jul 13, 1638: Entered to John Okes: ""a Play called The Seauen Champions of Christendome w<sup>th</sup> the Life & death of Iack Straw & Watt Tyler. by Io: Kirke"". (Since the characters Jack Straw and Watt Tyler are not in this play, the second part of the entry may refer to another text.)"
546	None
547	"Apr 5, 1642: Entered to Francis Bowman: ""a booke called Poems w<sup>th</sup> the Muses Looking glasse & Amyntas. by Thomas Randolph. w<sup>ch</sup>. said booke belongeth to the said ffrancis Bowman as being purchased by him at Oxford""."
548	"Apr 5, 1642: Entered to Francis Bowman: ""a booke called Poems w<sup>th</sup> the Muses Looking glasse & Amyntas. by Thomas Randolph. w<sup>ch</sup>. said booke belongeth to the said ffrancis Bowman as being purchased by him at Oxford""."
549	"Oct 24, 1638: Entered to Andrew Crooke (1) and William Cooke: ""a Booke called Phillip Chalbott Admirall of ffrance & the Ball. by Iames Shirley"" (single fee)."
550	"Oct 24, 1638: Entered to Andrew Crooke (1) and William Cooke: ""a Booke called Phillip Chalbott Admirall of ffrance & the Ball. by Iames Shirley"" (single fee)."
551	"Oct 26, 1638: Entered to John Crooke (1) and Richard Sergier (2): ""A Play called Arviragus & Philicia. first & Second p<i>ar</i>ts""."
552	"Oct 26, 1638: Entered to John Crooke (1) and Richard Sergier (2): ""A Play called Arviragus & Philicia. first & Second p<i>ar</i>ts""."
553	"Oct 26, 1638: Entered to Thomas Walkley: ""Two Playes called The tragedy of Cleopatra. ..."".<br />Nov 20, 1658: Transferred from Thomas Walkley to Humphrey Moseley: ""The Tragedy of Cleopatra Queen of Ægipt ... by Tho: May Esq<sup>r</sup>."""
554	"Oct 26, 1638: Entered to Thomas Walkley: ""Two Playes called ... Iulia Agripina empresse of Rome.""<br />Nov 20, 1658: Transferred from Thomas Walkley to Humphrey Moseley: ""Iulia Agripina Empresse of Rome. by Tho: May Esq<sup>r</sup>."""
555	"Nov 6, 1638: Entered to Henry Shepherd: ""a Play called The Ladies triall. by Iohn fford gent""."
556	"Nov 7, 1638: Entered to Humphrey Moseley: ""a Comedy called The Sophister."""
557	"Jan 11, 1639: Entered to Daniel Pakeman: ""a Play called Argalus & Parthenia &c. by Hen: Glapthorne""."
558	"Jan 22, 1639: Entered to John Waterson: ""a Comedy called Monsieur Thomas. by m<sup>r</sup> Iohn ffletcher"".<br />Oct 31, 1646: Transferred from John Waterson to Humphrey Moseley: ""these Playes following (viz<sup>t</sup>) ... Monsieur Thomas. ... by M<sup>r</sup> fflesher""."
559	"Feb 14, 1639: Entered to John Waterson: ""a Tragedy called The vnnaturall Combatt by Phillip Massinger""."
560	"Mar 1, 1639: Entered to Thomas Harper: ""a booke called A tragedy called Imperiale &c."""
561	"Mar 28, 1639: Entered to Humphrey Blunden: ""a Booke or Comedy called A new trick to cheat the Devill by m<sup>r</sup> Damport""."
562	"Apr 12, 1639: Entered to William Cooke: ""a play called The Maides Revenge. by Ia: Shirley""."
563	"Apr 25, 1639: Entered to Andrew Crooke (1) and William Cooke: ""these five playes  vidlt ... witt without money."""
564	"Sep 22, 1639: Entered to George Hutton: ""a Tragedy of Albertus Wallenstein late duke of ffriedland &c by Hen: Glapthorne""."
565	"Oct 4, 1639: Entered to John Crooke (1) and Richard Sergier (2): ""A Tragedy called The Bloody Brother. by I: B:""."
566	None
567	None
568	None
569	None
570	None
